"ID","U_APPLICATION","EXTERNAL_ID","NAME","USED_FOR","HOST_NAME","MANUFACTURER","MODEL_ID","OS","OS_VERSION","SHORT_DESCRIPTION","SYS_CLASS_NAME","SYS_CREATED_ON","SYS_CREATED_BY","U_CMDB_CRITICALITY","STATUS"
"a8m6300000003OiAAI","SAP Enterprise Portal (iConnect)","CLS025","CLS025","Production","cls025","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","Linux cls025 2.6.16.60-0.62.1-smp #1 SMP Mon Apr 12 18:53:46 UTC 2010 x86_64 x86_64 x86_64 GNU/Linux

","Linux Server","2013-05-08 18:43","mid_husky","(1) Non-Critical","Item Updated"
"a8m6300000003QOAAY","SAP WAS ABAP (Web Application Server)","CLS026","CLS026","Production","cls026","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP Web Application (WAP) - Legacy","Linux Server","2012-06-19 18:49","mid_husky","(5) Mission Critical","Item Updated"
"a8m63000000037zAAA","Legacy SAP - BC Basis","CLS027","CLS027","Production","cls027","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP Enterprise Portals (EPP) - Legacy","Linux Server","2013-05-15 17:08","mid_husky","(3) Business Important","Item Updated"
"a8m6300000003O1AAI","SAP Enterprise Portal (iConnect)","CLS028","CLS028","Production","cls028","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","Legacy SAP Enterprise Portals (EPP)","Linux Server","2013-05-15 17:08","mid_husky","(4) Business Critical","Item Updated"
"a8m6300000003OIAAY","SUSE Manager","CLS029","CLS029","Production","cls029","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","11","SUSE Manager linux patch server","Linux Server","2013-05-22 18:36","mid_husky","(1) Non-Critical","Item Updated"
"a8m6300000004VKAAY","OEM (Open Edge Management), SMS CANADA, SMS US","CLS031","CLS031","Test","cls031","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","This is SMS CANADA and SMS US OEM TEST Server","Linux Server","2012-12-07 13:34","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003QRAAY","Landmark OpenWorks  R2003 (Western Cda Region)","CLS032","CLS032","Production","cls032","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","4","E&P License server","Linux Server","2012-09-27 9:50","mid_husky","(3) Business Important","Item Updated"
"a8m6300000004VLAAY","Remedy","CLS033","CLS033","Test","cls033","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","9","Remedy 7","Linux Server","2012-06-19 17:10","mid_husky","(1) Non-Critical","Item Created"
"a8m63000000037kAAA","OpenSpirit, OpenWorks, Landmark  OpenWorks R5000 (Western Cda Region), Landmark Decision Space (Western Cda Region)","CLS034","CLS034","Production","cls034","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","E&P License server

Hampson russel license server

Geoframe license server

openwork R500 license server

OpenSpirit lic/app  server","Linux Server","2012-09-27 9:50","mid_husky","(3) Business Important","Item Updated"
"a8m6300000003QVAAY","CUPS","CLS035","CLS035","Production","cls035","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.9","CUPS printing - Salesforce and Appian ERDI integrations appears to be ""SAPPrinters queue server"" sending to ERP COE to investigate.","Linux Server","2012-06-19 17:10","mid_husky","(4) Business Critical","Item Updated"
"a8m6300000004VMAAY","","CLS036","CLS036","Development","cls036","VMware, Inc.","VMware, Inc. VMware Virtual Platform","GNU/Linux","4","PAS","Linux Server","2012-06-19 17:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VNAAY","","cls037","cls037","Production","cls037
","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","2.6.16.60-0.31-default","Linux cls037 2.6.16.60-0.31-default #1 Tue Oct 7 16:16:29 UTC 2008 x86_64 x86_64 x86_64 GNU/Linux
","Linux Server","2012-06-19 17:11","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003SOAAY","External FTP","CLS038","CLS038","Production","cls038","HP","Hewlett-Packard Company ProLiant DL365 G1 Server 411358-001","Linux Red Hat","5.11","NFS","Linux Server","2012-06-19 17:11","mid_husky","(2) Productivity Important","Item Updated"
"a8m6300000004VOAAY","","cls039","cls039","Development","cls039","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","2.6.5-7.314-smp","Linux cls039 2.6.5-7.314-smp #1 SMP Mon Sep 15 16:43:00 UTC 2008 i686 i686 i386 GNU/Linux
","Linux Server","2012-06-19 17:11","mid_husky","(1) Non-Critical","Item Created"
"a8m630000000377AAA","Oracle Enterprise Manager","cls040","cls040","Production","cls040","HP","HP ProLiant DL360 G7","Linux Red Hat","5.9","PCI - OEM

201510 ZOI - Linux servers can be rebuilt / restored from snaps in less than an hour. This does not take into consideration the time required to reinstall apps/verify apps are working - Red Zone","Linux Server","2013-04-17 9:47","lewisbe","(2) Productivity Important","Item Updated"
"a8m6300000003S6AAI","OEM (Open Edge Management), SMS CANADA, SMS US","CLS041","CLS041","Production","cls041","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","This is SMS CANADA and SMS US OEM Production Server

201510 ZOI - Linux servers can be rebuilt / restored from snaps in less than an hour. This does not take into consideration the time required to reinstall apps/verify apps are working.","Linux Server","2012-12-04 17:35","mid_husky","(4) Business Critical","Item Updated"
"a8m6300000003PrAAI","Paradigm (SeisEarth)","CLS042","CLS042","Production","cls042","HP","Hewlett-Packard Company ProLiant DL385 G2 Server 407424-001","Linux Red Hat","4","epos data base, paradigm server - application management subsurface 1","Linux Server","2012-07-17 17:22","mid_husky","(2) Productivity Important","Item Updated"
"a8m6300000004VPAAY","Zenoss Core","cls043","cls043","Production","cls043","HP","HP ProLiant DL380 G4","Linux Red Hat","5.9","Zenoss monitoring server

201510 ZOI - Linux servers can be rebuilt / restored from snaps in less than an hour. This does not take into consideration the time required to reinstall apps/verify apps are working - Red Zone","Linux Server","2013-04-17 9:48","lewisbe","(1) Non-Critical","Item Created"
"a8m6300000004VQAAY","","cls044","cls044","Production","cls044
","IBM","N/A","Linux Red Hat","2.6.18-92.1.18.el5","Linux cls044 2.6.18-92.1.18.el5 #1 SMP Wed Nov 5 09:05:21 EST 2008 ppc64 ppc64 ppc64 GNU/Linux
","Linux Server","2012-06-19 17:19","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VRAAY","Cortex Gateway","CLS045","CLS045","Production","cls045","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","Cortex Gateway



Server decommission-TASK0080124","Linux Server","2012-06-19 17:03","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003OnAAI","EasyCopy","CLS046","CLS046","Production","cls046","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","E&P License server","Linux Server","2012-06-19 17:03","mid_husky","(2) Productivity Important","Item Updated"
"a8m6300000004VSAAY","","cls047","cls047","Production","","HP","Hewlett-Packard Company ProLiant DL385 G2 Server 407424-001","Linux Red Hat","2.6.18-194.el5","Oracle (ORAOEM)","Server","2012-06-19 17:03","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VTAAY","","cls047-lo","cls047-lo","","","","Unknown","GNU/Linux","","","Linux Server","2014-10-07 21:44","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VUAAY","Remedy","CLS048","CLS048","Test","cls048","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","9","Remedy 7","Linux Server","2012-06-19 17:03","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003NfAAI","DBA - SQL","CLS049","CLS049","Development","cls049","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","Oracle 9/10 Lab","Linux Server","2012-06-19 17:03","mid_husky","(1) Non-Critical","Item Updated"
"a8m6300000004VVAAY","DM Content Server (ECM), OpenText Archive and Storage Services (DM-AS), DBA - SQL","CLS050","CLS050","Sandbox","cls050","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","DBA Team Oracle sandbox server","Linux Server","2012-06-19 17:03","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003OXAAY","SVN - duplicate","CLS051","CLS051","Production","cls051","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","6.8","SVN","Linux Server","2012-06-19 17:04","mid_husky","(3) Business Important","Item Updated"
"a8m6300000004VWAAY","Cortex Gateway","CLS052","CLS052","Test","cls052","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","Cortex Gateway","Linux Server","2012-06-19 17:04","mid_husky","(1) Non-Critical","Item Created"
"a8m63000000037RAAQ","PAS","CLS053","CLS053","Production","cls053","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","UNIX/Novell File Transfer -(PASPROD application no longer uses cls053!)  Decommission this?","Linux Server","2012-06-19 17:04","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000004VXAAY","Remedy","CLS055","CLS055","Production","cls055","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","9","Remedy 7 Prod","Linux Server","2012-06-19 17:04","mid_husky","(5) Mission Critical","Item Created"
"a8m6300000004VYAAY","PAS, PAS Tools, UA Custom Reports","CLS056","CLS056","Development","cls056","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","PAS","Linux Server","2012-11-22 14:08","mid_husky","(1) Non-Critical","Item Created"
"a8m630000000373AAA","Cardlock Platform","cls057","cls057","Production","","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","6.9","Cardlock- Primary Authorization Server  - Retail Downstream application - Blue Zone

Confirm to be in Unix_Class

","Linux Server","2012-08-22 10:56","chanp","(3) Business Important","Item Updated"
"a8m630000000378AAA","Cardlock Platform","cls058","cls058","Production","","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","6.9","Cardlock-Secondary Authorization Server - Downstream Retail application - Blue Zone
Confirm to be in Unix_Class
","Linux Server","2012-08-22 10:55","chanp","(3) Business Important","Item Updated"
"a8m6300000004VZAAY","","cls059","cls059","Development","cls059","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","2.6.18-92.1.18.el5","Subversion Repository","Linux Server","2012-11-22 14:08","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003ObAAI","SVN - duplicate","CLS060","CLS060","Production","cls060","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","Subversion Repository","Linux Server","2012-11-22 14:08","mid_husky","(3) Business Important","Item Updated"
"a8m6300000004VaAAI","","cls061","cls061","Production","cls061","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","2.6.5-7.314-default","HOMBRE","Linux Server","2012-06-19 17:04","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VbAAI","","cls062","cls062","Development","cls062","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","2.6.5-7.314-default","HOMBRE","Linux Server","2012-06-19 17:04","mid_husky","(1) Non-Critical","Item Created"
"a8m630000000376AAA","Downstream Report Creator (DORC)","cls064","cls064","Production","cls064.huskyenergy.ca","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","6.9","DORC File Transfer, Red Zone","Linux Server","2012-08-23 17:13","chanp","(5) Mission Critical","Item Updated"
"a8m6300000004VcAAI","","cls065","cls065","Development","","HP","Hewlett-Packard Company ProLiant DL380 G3 Server 310587-xx1","Linux Red Hat","5","","Server","2015-01-20 10:26","lewisbe","(1) Non-Critical","Item Created"
"a8m6300000004VdAAI","SAP Legacy CLM - Contract Lifecycle Management","cls067","cls067","Production","cls067","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","11","SAP SCD App","Linux Server","2012-06-19 20:02","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VeAAI","SAP Legacy CLM - Contract Lifecycle Management","CLS068","CLS068","Development","cls068","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","11","SAP SCX App","Linux Server","2012-06-19 20:02","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VfAAI","","cls069","cls069","Production","cls069","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","2.6.18-371.8.1.el5","Downstream HMSC Web Proxy","Linux Server","2012-06-19 20:02","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003NIAAY","Light Oil Marketing Proxy","CLS070","CLS070","Production","cls070","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","Downstream Web Proxy","Linux Server","2013-06-11 11:07","lewisbe","(4) Business Critical","Item Updated"
"a8m63000000037mAAA","Light Oil Marketing Proxy","CLS071","CLS071","Test","cls071","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","test LOM proxy ","Linux Server","2014-05-12 15:17","mid_husky","(1) Non-Critical","Item Updated"
"a8m6300000004VgAAI","Light Oil Marketing","CLS072","CLS072","Test","cls072","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","6.8","Downstream Web - Light Oil Marketing","Linux Server","2014-11-20 17:05","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VhAAI","","cls073","cls073","Development","cls073","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","2.6.18-348.el5","Downstream Web","Linux Server","2013-05-16 17:04","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004ViAAI","","cls073-new","cls073-new","Development","cls073","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","2.6.5-7.322-smp","Linux cls073 2.6.5-7.322-smp #1 SMP Mon Feb 8 09:14:05 UTC 2010 x86_64 x86_64 x86_64 GNU/Linux



Confirm to be in Unix_Class



","Linux Server","2013-06-14 11:47","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003PfAAI","SAP WAS ABAP (Web Application Server)","CLS074","CLS074","Production","cls074","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP Web Dispatcher (DMZ)","Linux Server","2012-06-19 20:02","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003ORAAY","SAP WAS ABAP (Web Application Server)","CLS075","CLS075","Production","cls075","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP Web Dispatcher (Secure Zone)","Linux Server","2012-06-19 20:02","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000004VjAAI","PAS, PAS Tools, UA Custom Reports","CLS076","CLS076","Development","cls076","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux Red Hat","5.11","PAS Test environment (PAS, PAS Tools, UA Custom Reports, using ORACLE PASTEST@cls272)","Linux Server","2012-11-22 14:08","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VkAAI","","cls077","cls077","Production","cls077","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","2.6.5-7.322-smp","Linux cls077 2.6.5-7.322-smp #1 SMP Mon Feb 8 09:14:05 UTC 2010 x86_64 x86_64 x86_64 GNU/Linux

","Linux Server","2012-06-19 20:02","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VlAAI","","CLS078","CLS078","Development","cls078","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP BIQ/BOQ/BJQ","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VmAAI","SAP BOBJ (Business Objects)","CLS079","CLS079","Test","cls079","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BI (BID/BOD/ITS) - Legacy","Linux Server","2012-06-19 15:20","mid_husky","(1) Non-Critical","Item Created"
"a8m63000000037PAAQ","SAP ECC (Enterprise Central Component)","CLS080","CLS080","Production","cls080","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G7 Server Blade 603251-B21","Linux SuSE","10","Legacy SAP R/3 (DB)","Linux Server","2013-04-15 17:13","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000004VnAAI","","cls080-old","cls080-old","Production","cls080-old
","HP","Hewlett-Packard Company ProLiant DL580 G5 Server 438084-001","Linux SuSE","2.6.16.60-0.62.1-smp","Linux cls080-old 2.6.16.60-0.62.1-smp #1 SMP Mon Apr 12 18:53:46 UTC 2010 x86_64 x86_64 x86_64 GNU/Linux
","Linux Server","2012-06-19 15:22","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003OcAAI","SAP ECC (Enterprise Central Component)","CLS081","CLS081","Production","cls081","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","Legacy SAP R/3 (CI/App)","Linux Server","2012-06-19 15:32","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003QhAAI","SAP ECC (Enterprise Central Component)","CLS082","CLS082","Production","cls082","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G7 Server Blade 603251-B21","Linux SuSE","10","Legacy SAP R/3 (App)","Linux Server","2012-06-19 15:32","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003PpAAI","SAP TREX (Search Engine)","CLS083","CLS083","Production","cls083","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","Legacy SAP TREX","Linux Server","2012-06-19 15:32","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003S9AAI","SAP BOBJ (Business Objects)","CLS084","CLS084","Production","cls084","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP BO (BOP) - Legacy","Linux Server","2013-05-13 17:15","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003PcAAI","Legacy SAP - BW - Midstream Accounting","CLS085","CLS085","Production","cls085","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G7 Server Blade 603251-B21","Linux SuSE","10","SAP BW (DB) - Legacy","Linux Server","2012-06-19 15:32","mid_husky","(3) Business Important","Item Updated"
"a8m6300000003OOAAY","SAP BW (Business Warehouse)","CLS086","CLS086","Production","cls086","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G7 Server Blade 603251-B21","Linux SuSE","10","SAP BW (CI/App) - Legacy","Linux Server","2012-06-19 15:32","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003QmAAI","SAP BOBJ (Business Objects)","CLS087","CLS087","Production","cls087","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP BI (DB) - Legacy","Linux Server","2013-05-07 15:22","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003QFAAY","SAP BOBJ (Business Objects)","CLS088","CLS088","Production","cls088","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP BI (CI/App) - Legacy","Linux Server","2013-05-07 15:20","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000003LhAAI","SAP PI Legacy","CLS089","CLS089","Production","cls089","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G7 Server Blade 603251-B21","Linux SuSE","10","SAP PI - Legacy","Linux Server","2012-06-19 15:32","mid_husky","(4) Business Critical","Item Updated"
"a8m6300000003O2AAI","Legacy SAP - BW - Basis","CLS091","CLS091","Production","cls091","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","Legacy SAP BJP","Linux Server","2012-06-19 15:18","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000004VoAAI","","cls091-lo","cls091-lo","","","","Unknown","GNU/Linux","","","Linux Server","2014-04-14 15:24","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VpAAI","SAP Netweaver Development Infrastructure (NWDI)","CLS092","CLS092","Test","cls092","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP NDI - Legacy","Linux Server","2012-11-22 14:08","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VqAAI","","cls093","cls093","Development","cls093","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP PCP","Linux Server","2012-11-22 14:08","mid_husky","(1) Non-Critical","Item Created"
"a8m63000000037XAAQ","SAP ECC (Enterprise Central Component)","CLS094","CLS094","Production","cls094","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","Legacy SAP PRD APP","Linux Server","2013-04-01 10:16","mid_husky","(5) Mission Critical","Item Updated"
"a8m6300000004VrAAI","","CLS094-LO","CLS094-LO","","","","Unknown","GNU/Linux","","","Linux Server","2014-07-07 15:23","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VsAAI","","cls096","cls096","Production","cls096","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","2.6.16.60-0.97.1-smp","Linux cls096 2.6.16.60-0.97.1-smp #1 SMP Tue May 29 19:21:39 UTC 2012 x86_64 x86_64 x86_64 GNU/Linux
","Linux Server","2012-06-19 15:19","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VtAAI","","cls097","cls097","Production","cls097","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","2.6.16.60-0.83.2-smp","Linux cls097 2.6.16.60-0.83.2-smp #1 SMP Fri Sep 2 13:49:16 UTC 2011 x86_64 x86_64 x86_64 GNU/Linux
","Linux Server","2012-06-19 15:19","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VuAAI","","CLS100","CLS100","Development","cls100","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","11","SAP SOX/SRX","Linux Server","2012-11-22 14:08","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000003NKAAY","SAP Enterprise Portal (iConnect)","CLS101","CLS101","Production","cls101","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","Legacy SAP ERP App1","Linux Server","2012-06-19 15:22","mid_husky","(4) Business Critical","Item Updated"
"a8m6300000004VvAAI","SAP ECC (Enterprise Central Component)","CLS102","CLS102","Test","cls102","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","Legacy SAP R/3 (DEV)","Linux Server","2012-06-19 15:19","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VwAAI","","CLS103","CLS103","Development","cls103","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP H01","Linux Server","2012-11-19 8:51","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VxAAI","","CLS104","CLS104","Development","cls104","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP R/3 (SBX)","Linux Server","2012-09-12 9:34","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VyAAI","","CLS105","CLS105","Development","cls105","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP R/3 (UPG)","Linux Server","2012-11-19 8:51","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004VzAAI","","CLS106","CLS106","Development","cls106","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP ERT","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W0AAI","","CLS107","CLS107","Development","cls107","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP TREX","Linux Server","2012-11-19 8:51","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W1AAI","SAP BI PORTAL (Part of SAP NetWeaver Business Warehouse)","CLS108","CLS108","Test","cls108","VMware, Inc.","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP ERD - Legacy","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W2AAI","","CLS109","CLS109","Development","cls109","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP ERX","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W3AAI","","CLS110","CLS110","Development","cls110","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP ERQ/EDQ","Linux Server","2012-11-19 8:51","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W4AAI","","cls112","cls112","Development","cls112","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","11","SAP SOD/SRD



cbl005","Linux Server","2012-11-22 14:09","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W5AAI","Legacy SAP - BW - Midstream Accounting","CLS114","CLS114","Test","cls114","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BW (BWD) - Legacy","Linux Server","2012-06-19 15:20","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W6AAI","","CLS115","CLS115","Development","cls115","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BWQ","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W7AAI","","CLS116","CLS116","Development","cls116","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BW (BW4)","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W8AAI","","CLS117","CLS117","Development","cls117","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BW (BW2)","Linux Server","2013-05-31 13:38","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004W9AAI","","CLS118","CLS118","Development","cls118","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP BIT/BJT/BOT","Linux Server","2012-06-19 15:19","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004WAAAY","","CLS119","CLS119","Development","cls119","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BIT App","Linux Server","2012-06-19 15:19","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004WBAAY","","CLS120","CLS120","Development","cls120","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP R/3 (DEX)","Linux Server","2013-06-07 13:36","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004WCAAY","","cls121","cls121","Development","cls121","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BW (BWX)","Linux Server","2013-06-07 13:36","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004WDAAY","","CLS122","CLS122","Development","cls122","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BJQ DS1","Linux Server","2012-12-14 13:35","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004WEAAY","","CLS123","CLS123","Development","cls123","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Linux SuSE","10","SAP BI2/BO4/BJ4","Linux Server","2012-11-19 8:52","mid_husky","(1) Non-Critical","Item Created"
"a8m6300000004WFAAY","","CLS124","CLS124","Development","cls124","HP","Hewlett-Packard Company ProLiant BL460c G6 Server Blade 507778-B21","Linux SuSE","10","SAP PI (PIT)","Linux Server","2012-06-19 15:19","mid_husky","(1) Non-Critical","Item Created"
